Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Affiliations,Author Keywords,Index Keywords,Publisher,Language of Original Document,Document Type,Open Access,ISSN,EID
Macedo Silva Mendes J.; Macedo Silva E.; Lotufo Neto F.; Alves Correia de Lima A.B.; Queiroga Dos Santos M.C.; Kiss Silva Barbosa K.; de Castro Araujo A.P.; de Souza Lucena D.,"Macedo Silva Mendes, Jogilmira (60799961000); Macedo Silva, Emanuel (60799375500); Lotufo Neto, Francisco (6602603111); Alves Correia de Lima, Ana Beatriz (60799375600); Queiroga Dos Santos, Maria Cecília (60799667100); Kiss Silva Barbosa, Khivia (60799961100); de Castro Araujo, Ana Paula (57220184740); de Souza Lucena, Débora (60799667200)",60799961000; 60799375500; 6602603111; 60799375600; 60799667100; 60799961100; 57220184740; 60799667200,Functional capacity and clinical profile of patients undergoing bariatric surgery: Cross-sectional study; [Capacidade funcional e perfil clínico de pacientes submetidos à cirurgia bariátrica: estudo transversal]; [Capacidad funcional y perfil clínico de pacientes sometidos a cirugía bariátrica: estudio transversal],2023,Avances en Enfermeria,0,10.15446/av.enferm.v41n3.109779,"Universidade Federal de Campina Grande, Paraíba, João Pessoa, Brazil; Universidade Federal da Paraíba, Paraíba, João Pessoa, Brazil; Universidade de São Paulo, São Paulo, Brazil; Universidade Federal de Campina Grande, Paraíba, Campina Grande, Brazil; FioCruz Pernambuco, Pernambuco, Recife, Brazil","Bariatric Surgery; Obesity; Physical Functional Performance; Psychosocial Impact; Quality of Life (font: DeCS, BIREME)",,Universidad Nacional de Colombia,Portuguese,Article,All Open Access; Gold Open Access,01214500,2-s2.0-105047886764
de Carvalho Teixeira M.; Graeff N.,"de Carvalho Teixeira, Maurício (58687957100); Graeff, Nina (57707225700)",58687957100; 57707225700,Inside-out anthropophagy: Modernisms and decoloniality; [Antropofagia às avessas: modernismos e decolonialidade],2023,Dialogos,0,10.4025/dialogos.v27i2.70005,"Universidade Federal de Itajubá (Unifei), Campus ,MG, Itabira, Brazil; Universidade Federal da Paraíba (UFPB), PB, João Pessoa, Brazil",,,Universidade Estadual de Maringa,Portuguese,Editorial,All Open Access; Gold Open Access; Green Open Access,14159945,2-s2.0-85176261980
Santos A.M.; Moreira R.A.; Silveira T.M.; Altafim R.A.P.; Silva E.P.; Santos P.A.; Lima R.M.; Altafim R.A.C.,"Santos, Amelia M. (57209748349); Moreira, Rui A. (7102555022); Silveira, Tagleorge M. (57201658103); Altafim, Ruy A. P. (8247334400); Silva, Elvio P. (59253518300); Santos, Polyane A. (57209750686); Lima, Ronaldo M. (59253340100); Altafim, Ruy A. C. (6603953032)",57209748349; 7102555022; 57201658103; 8247334400; 59253518300; 57209750686; 59253340100; 6603953032,Current Transducer Based on Thermoformed Piezo-Magnetic-Electrets,2024,IEEE Sensors Journal,3,10.1109/JSEN.2024.3431990,"São Carlos School of Engineering, São Carlos, 13566-590, Brazil; University of Aveiro, The Intelligent Systems Associate Laboratory (LASI), Center for Mechanical Technology and Automation (DEM/TEMA), Department of Mechanical Engineering, Aveiro, 3810-193, Portugal; University of Aveiro, DETI, Aveiro, 3810-193, Portugal; ISTEC Porto-Instituto Superior de Tecnologias Avançadas, Porto, 4200-501, Portugal; Federal University of Paraiba, Informatic Center, Computer System Department, João Pessoa, 13566-590, Brazil; University of Aveiro, Center for Mechanical Technology and Automation, DEM/TEMA - Department of Mechanical Engineering, Aveiro, 3810-193, Portugal; IFBA-Federal Institute of Bahia, Bahia, 45078-300, Brazil",Electrets; magnetic-electrical effect; piezoelectricity; polymers,Cost effectiveness; Crystallography; Electric transformers; Magnetic fields; Transducers; Wire; Current transducer; Electrical current; Electrical effects; Magnetic behavior; Magnetic-electrical effect; Magnetic-field; Magneto-mechanical effects; Piezoelectret; Piezoelectric; Tubulars; Piezoelectricity,Institute of Electrical and Electronics Engineers Inc.,English,Article,All Open Access; Hybrid Gold Open Access,1530437X,2-s2.0-85200807358
Seixas A.A.A.; Figueiredo L.R.F.; Santos A.S.F.; Medeiros E.S.,"Seixas, A.A.A. (57225196865); Figueiredo, L.R.F. (57217850676); Santos, A.S.F. (36350050800); Medeiros, E.S. (12790029800)",57225196865; 57217850676; 36350050800; 12790029800,Influence of the addition of glycerol-derived polymers on the properties of post-consumer recycled PET,2023,Journal of Polymer Research,5,10.1007/s10965-023-03754-y,"Postgraduate Program in Materials Science and Engineering, Federal University of Paraíba (UFPB), João Pessoa, Paraíba, 58051-900, Brazil",Chain extender additive; Glycerol; PET-PCR; Processing; Recycling,Additives; Crystallinity; Differential scanning calorimetry; Fourier transform infrared spectroscopy; Glass transition; Molecular weight; Plastic recycling; Polyethylene terephthalates; Resins; Tensile testing; Thermodynamic stability; Thermogravimetric analysis; Viscosity; Chain extender additive; Chain extenders; Internal mixers; PET-PCR; Post-consumer; Prepolymers; Processing; Property; Reactive mixtures; Recycling; Glycerol,Springer Science and Business Media B.V.,English,Article,,10229760,2-s2.0-85169977928
Marques N.; Soares C.D.D.M.; Casali D.D.M.; Guimarães E.C.; Fava F.G.; Abreu J.M.D.S.; Moras L.M.; Silva L.G.D.; Matias R.; Assis R.L.D.; Fraga R.; Almeida S.M.; Lopes V.G.; Oliveira V.; Missagia R.; Carvalho E.C.; Carneiro N.J.; Alves R.; Souza-Filho P.; Oliveira G.; Miranda M.; Tavares V.D.C.,"Marques, Nubia (57190001703); Soares, Carla Danielle de Melo (59357509600); Casali, Daniel de Melo (57191442685); Guimarães, Erick Cristofore (57194092377); Fava, Fernanda Guimarães (55825347300); Abreu, João Marcelo da Silva (57214837550); Moras, Ligiane Martins (55968343900); Silva, Letícia Gomes da (59358100200); Matias, Raphael (56083845400); Assis, Rafael Leandro de (55888448000); Fraga, Rafael (56626771300); Almeida, Sara Miranda (57220652201); Lopes, Vanessa Guimarães (56051310300); Oliveira, Verônica (59888580000); Missagia, Rafaela (56372208800); Carvalho, Eduardo Costa (57189683666); Carneiro, Nikolas Jorge (36714978800); Alves, Ronnie (7102691284); Souza-Filho, Pedro (59139807100); Oliveira, Guilherme (56267565400); Miranda, Margarida (59357903000); Tavares, Valéria da Cunha (15023706600)",57190001703; 59357509600; 57191442685; 57194092377; 55825347300; 57214837550; 55968343900; 59358100200; 56083845400; 55888448000; 56626771300; 57220652201; 56051310300; 59888580000; 56372208800; 57189683666; 36714978800; 7102691284; 59139807100; 56267565400; 59357903000; 15023706600,Retrieving biodiversity data from multiple sources: making secondary data standardised and accessible,2024,Biodiversity Data Journal,15,10.3897/BDJ.12.E133775,"Vale Institute of Technology, Belém, Brazil; Universidade Estadual do Maranhão, São Luís, Brazil; Federal University of Jataí, Jataí, Brazil; Instituto de Geociências, Universidade Federal do Pará, Pará, Brazil; Museu Paraense Emílio Goeldi, MPEG, Pós-graduação em Biodiversidade e Evolução, Belém, Brazil; Pós-Graduação em Zoologia & Laboratório de Mamíferos, Departamento de Sistemática e Ecologia, Universidade Federal da Paraíba, João Pessoa, Brazil",Darwin Core standard; FAIR data; Golfão Maranhense; secondary data,Amazonia; accuracy assessment; biodiversity; data quality; feeding; species occurrence,Pensoft Publishers,English,Article,All Open Access; Gold Open Access; Green Open Access,13142828,2-s2.0-85205780325
Nakamura-Palacios E.M.; Falçoni Júnior A.T.; Tanese G.L.; Vogeley A.C.E.; Namasivayam A.K.,"Nakamura-Palacios, Ester Miyuki (6701510598); Falçoni Júnior, Aldren Thomazini (58509690100); Tanese, Gabriela Lolli (58843983100); Vogeley, Ana Carla Estellita (58843482800); Namasivayam, Aravind Kumar (35275714000)",6701510598; 58509690100; 58843983100; 58843482800; 35275714000,Enhancing Speech Rehabilitation in a Young Adult with Trisomy 21: Integrating Transcranial Direct Current Stimulation (tDCS) with Rapid Syllable Transition Training for Apraxia of Speech,2024,Brain Sciences,4,10.3390/brainsci14010058,"Department of Physiological Sciences, Federal University of Espírito Santo, ES, Vitória, 29040-090, Brazil; Superior School of Sciences of the Santa Casa de Misericórdia de Vitória (EMESCAM), ES, Vitória, 29045-402, Brazil; Clinic of Speech-Language Pathology, Eldorado Business Tower, GO, Goiânia, 74280-010, Brazil; Department of Speech and Language Pathology, Federal University of Paraíba, PB, João Pessoa, 58051-900, Brazil; Department of Speech-Language Pathology, University of Toronto, Toronto, M5G 1V7, ON, Canada; Speech Research Centre Inc., Brampton, L7A 2T1, ON, Canada",apraxia of speech; Broca’s area; Rapid Syllable Transition Training (ReST); supramarginal gyrus; Sylvian temporal parietal junction; transcranial Direct Current Stimulation (tDCS); trisomy 21 (down syndrome); Wernicke’s area,adult; aphasia; apraxia of speech; Article; brain depth stimulation; brain region; Broca area; case report; cerebrovascular accident; childhood apraxia of speech; clinical article; controlled study; degenerative disease; developmental coordination disorder; dorsolateral prefrontal cortex; Down syndrome; DSM-5; electroencephalogram; electroencephalography; electrophysiology; event related potential; frontal eye field; human; inferior parietal lobule; linear regression analysis; male; motor dysfunction; neurorehabilitation; phonetics; rapid syllable transition training; speech delay; speech disorder; speech intelligibility; speech rehabilitation; speech sound disorder; superior temporal sulcus; supramarginal gyrus; training; transcranial direct current stimulation; trisomy 21; ventromedial prefrontal cortex; Wernicke area; working memory,Multidisciplinary Digital Publishing Institute (MDPI),English,Article,All Open Access; Gold Open Access; Green Open Access,20763425,2-s2.0-85183129257
Barbosa T.R.; Sales L.S.; Do Nascimento E.P.,"Barbosa, Tatiana Ramalho (58756042100); Sales, Laurênia Souto (58756042200); Do Nascimento, Erivaldo Pereira (58756460700)",58756042100; 58756042200; 58756460700,The Statement of Purpose genre and teaching argumentation in English language; [El género Statement of Purpose y la enseñanza de la argumentación en lengua inglesa],2023,Revista Iberoamericana de Argumentacion,0,10.15366/ria2023.27.004,"Universidade Federal da Paraíba (UFPB), Brazil",didactic sequence; motivation letter; Statement of Purpose; Theory of Argumentation in the Language,,Universidad Autonoma de Madrid,Spanish,Article,All Open Access; Gold Open Access,21728801,2-s2.0-85179354717
Paiva R.; De Araújo A.M.C.; Falcão T.P.; Costa Aguiar Y.P.,"Paiva, Ranilson (56313937200); De Araújo, André Magno C. (8317904500); Falcão, Taciana Pontual (24072726000); Costa Aguiar, Yuska Paola (36170462900)",56313937200; 8317904500; 24072726000; 36170462900,Foreword by the General and Program Chairs,2023,ACM International Conference Proceeding Series,0,,"Universidade Federal de Alagoas (UFAL), Brazil; Universidade Federal Rural de Pernambuco (UFRPE), Brazil; Universidade Federal da Paraíba (UFPB), Brazil",,,Association for Computing Machinery,English,Editorial,,,2-s2.0-85184340047
Brito L.C.T.; Felipe J.C.C.; Lehum A.C.; Petrov A.Y.,"Brito, L.C.T. (36729697400); Felipe, J.C.C. (37461247000); Lehum, A.C. (12754090200); Petrov, A. Yu. (13602728500)",36729697400; 37461247000; 12754090200; 13602728500,Two-loop renormalization of the CPT-even Lorentz-violating scalar QED,2024,European Physical Journal Plus,1,10.1140/epjp/s13360-024-04891-z,"Departamento de Física, Instituto de Ciências Naturais, Universidade Federal de Lavras, Caixa Postal 3037, Minas Gerais, Lavras, 37200-900, Brazil; Instituto de Engenharia, Ciência e Tecnologia, Universidade Federal dos Vales do Jequitinhonha e Mucuri, Avenida Um, 4050, Cidade Universitária, Minas Gerais, Janaúba, 39447-790, Brazil; Departamento de Estatística, Física e Matemática, Universidade Federal de São João del Rei, Rod. MG-443, Km 7, Fazenda do Cadete, Minas Gerais, Ouro Branco, 36497-899, Brazil; Faculdade de Física, Universidade Federal do Pará, Pará, Belém, 66075-110, Brazil; Departamento de Física, Universidade Federal da Paraíba, Caixa Postal 5008, Paraíba, João Pessoa, 58051-970, Brazil",,,Springer Science and Business Media Deutschland GmbH,English,Article,,21905444,2-s2.0-85183436735
Nunes M.E.S.; Plascak J.A.,"Nunes, Maria Eugênia Silva (7102001963); Plascak, J.A. (6701333049)",7102001963; 6701333049,Spin-1/2 Ising ladder with randomly coupled rung interaction and transverse magnetic field,2024,Physical Review E,5,10.1103/PhysRevE.109.014134,"Departamento de Física, ICEB, Universidade Federal de Ouro Preto, Campus Universitário Morro Do Cruzeiro, MG, Ouro Preto, 35400-000, Brazil; Centro de Desnvolvimento da Tecnologia Nuclear, C.P. 941, MG, Belo Horizonte, 30161-970, Brazil; Departamento de Física, Instituto de Ciências Exatas, Universidade Federal de Minas Gerais, C.P. 702, MG, Belo Horizonte, 30123-970, Brazil; Universidade Federal da Paraíba, Centro de Ciências Exatas e da Natureza, Departamento de Física, CCEN Cidade Universitária, Campus I, PB, João Pessoa, 58051-970, Brazil; Center for Simulational Physics, University of Georgia, Athens, 30602, GA, United States",,Autocorrelation; Hamiltonians; Ising model; Ladders; Magnetic fields; Temperature; Bimodal distribution; Highest temperature; Linear extrapolation; Quantum spin; Randomly coupled; Recurrence relations; Spin 1/2; Temperature limits; Transverse field; Transverse magnetic field; article; autocorrelation; high temperature; magnetic field; Extrapolation,American Physical Society,English,Article,,24700045,2-s2.0-85183452803
Felix T.M.S.; Souza C.S.; Santos S.C.L.; Campos D.B.; Aggrey S.E.; Guerra R.R.; Silva J.H.V.,"Felix, Tamires M.S. (57195243822); Souza, Claudiana S. (58695526300); Santos, Silvana C.L. (57200572470); Campos, Danila B. (14621553700); Aggrey, Samuel E. (7004208152); Guerra, Ricardo R. (13605514400); Silva, José H.V. (57385933500)",57195243822; 58695526300; 57200572470; 14621553700; 7004208152; 13605514400; 57385933500,Methionine sources at different dietary levels alters the growth and expression of genes related to homocysteine remethylation in the jejunum of broilers,2023,PLoS ONE,3,10.1371/journal.pone.0291998,"Departament of Animal Science, Center of Agrarian Sciences, Universidade Federal da Paraíba, Paraíba, Areia, Brazil; Departament of Agriculture, Center for Human, Social and Agricultural Sciences, Universidade Federal da Paraíba, Paraíba, Bananeiras, Brazil; Departament of Veterinary Sciences, Center of Agrarian Sciences, Universidade Federal da Paraíba, Paraíba, Areia, Brazil; NutriGenomics Laboratory, Department of Poultry Science, University of Georgia, Athens, GA, United States",,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Chickens; Diet; Dietary Supplements; Homocysteine; Jejunum; Male; Methionine; Racemethionine; Weight Gain; homocysteine; messenger RNA; methionine; sulfur amino acid; homocysteine; methionine; animal experiment; animal model; Article; body weight gain; broiler; controlled study; diet supplementation; DNA methylation; down regulation; food intake; gene expression; male; methionine deficiency; nonhuman; protein expression; real time polymerase chain reaction; RNA extraction; animal; animal food; diet; dietary supplement; Gallus gallus; jejunum; metabolism; veterinary medicine,Public Library of Science,English,Article,All Open Access; Gold Open Access; Green Open Access,19326203,2-s2.0-85176736480
